,val_loss,loss
0,1.4396798093903473,2.2110630649281298
1,1.1472603784509068,1.3774135763563822
2,0.854629049215799,1.0365882875725354
3,1.0953452470250082,0.7662446445680353
4,0.6420735188524197,0.6590859444122615
5,0.6984021819551458,0.5525326456610612
6,0.5958952256374686,0.45024663397646325
7,0.708733152494115,0.39951180449620943
8,0.5551022492456383,0.38758895286112005
9,0.594278764242263,0.337091240044341
10,0.5550477341218898,0.2849450551775184
11,0.9906025044752936,0.24078251120299493
12,0.5171998284160467,0.251799618282656
13,0.6084249250518394,0.23304329049868847
14,0.601702853936465,0.17625027988839337
15,0.6896121186558384,0.1977086638215333
16,0.5878628505993512,0.20236018284412194
17,0.6488701409263531,0.13799027214682322
18,0.9774150205855148,0.15255050005249465
19,0.5514698546374763,0.15805093423900954
